samples,clusters,seconds,batchsize
36100,100,0.338418960571,50
36600,100,2.26083302498,50
37100,100,0.413644075394,50
37600,100,0.567986011505,50
38100,100,2.59439921379,50
38600,100,0.362698078156,50
39100,100,0.390813112259,50
39600,100,0.895626068115,50
40100,100,0.390390872955,50
40600,100,3.97165608406,50
41100,100,0.350182056427,50
41600,100,0.35308098793,50
42100,100,2.67481088638,50
42600,100,0.382817029953,50
43100,100,0.456352949142,50
43600,100,3.55559110641,50
44100,100,0.43016409874,50
44600,100,0.347551822662,50
45100,100,0.4137840271,50
45600,100,0.3809030056,50
46100,100,0.415001869202,50
46600,100,0.374036073685,50
47100,100,0.347351074219,50
47600,100,4.10095787048,50
48100,100,0.369299173355,50
48600,100,2.38402605057,50
49100,100,4.20943689346,50
49600,100,0.513763904572,50
50100,100,2.45901608467,50
50600,100,0.380827903748,50
51100,100,0.40135884285,50
51600,100,0.423345088959,50
52100,100,0.407429218292,50
52600,100,0.418303012848,50
53100,100,0.405367851257,50
53600,100,0.39936876297,50
54100,100,0.499527931213,50
54600,100,2.23515701294,50
55100,100,0.389247179031,50
55600,100,0.464587926865,50
56100,100,0.401860952377,50
56600,100,0.413766145706,50
57100,100,0.501219034195,50
57600,100,0.42977309227,50
58100,100,4.22126793861,50
58600,100,0.392004013062,50
59100,100,0.496570110321,50
59600,100,3.31804299355,50
60100,100,4.63039398193,50
60600,100,2.50457286835,50
61100,100,4.4399061203,50
61600,100,0.45400094986,50
62100,100,0.437230825424,50
62600,100,0.495390892029,50
63100,100,1.39442014694,50
63600,100,0.393393993378,50
64100,100,0.468273878098,50
64600,100,0.46854186058,50
65100,100,0.504682064056,50
65600,100,0.490507125854,50
66100,100,0.486248970032,50
66600,100,0.402580022812,50
67100,100,0.44678401947,50
67600,100,0.438217878342,50
68100,100,0.413336038589,50
68600,100,0.551823139191,50
69100,100,0.436214208603,50
69600,100,0.447138786316,50
70100,100,0.42483496666,50
70600,100,0.461520195007,50
71100,100,0.419849872589,50
71600,100,5.21646904945,50
72100,100,0.509599924088,50
72600,100,4.23074507713,50
73100,100,5.61514806747,50
73600,100,0.431051969528,50
74100,100,0.416555166245,50
74600,100,0.432563066483,50
75100,100,0.468291044235,50
75600,100,3.79278111458,50
76100,100,0.460666894913,50
76600,100,0.509312868118,50
77100,100,0.681713819504,50
77600,100,3.14923501015,50
78100,100,1.33911991119,50
78600,100,0.428716897964,50
79100,100,0.430203914642,50
79600,100,0.462244987488,50
80100,100,0.454252958298,50
80600,100,0.522469997406,50
81100,100,0.481164932251,50
81600,100,0.784462928772,50
82100,100,0.447851896286,50
82600,100,5.43984889984,50
83100,100,0.46198797226,50
83600,100,6.0794839859,50
84100,100,2.97313189507,50
84600,100,0.40881896019,50
85100,100,0.430776119232,50
85600,100,0.484421014786,50
86100,100,0.471207141876,50
86600,100,0.534716844559,50
87100,100,4.31042695045,50
87600,100,0.42627120018,50
88100,100,0.500920057297,50
88600,100,0.428574085236,50
89100,100,1.08206105232,50
89600,100,0.464720964432,50
90100,100,0.445967912674,50
90600,100,0.477653980255,50
91100,100,8.32169699669,50
91600,100,0.423133850098,50
92100,100,0.563081979752,50
92600,100,5.61386299133,50
93100,100,6.35858106613,50
93600,100,3.02641892433,50
94100,100,0.493249893188,50
94600,100,0.493378162384,50
95100,100,0.525170087814,50
95600,100,0.525275945663,50
96100,100,0.489420890808,50
96600,100,6.30651187897,50
97100,100,0.47784280777,50
97600,100,0.45458483696,50
98100,100,0.471810102463,50
98600,100,0.563642978668,50
99100,100,0.465339899063,50
99600,100,7.61276197433,50
