samples,clusters,seconds,batchsize
100,100,0.288540124893,5
600,100,0.345943927765,5
1100,100,0.331897974014,5
1600,100,0.332774162292,5
2100,100,0.31870007515,5
2600,100,0.302874088287,5
3100,100,0.314133167267,5
3600,100,0.311235904694,5
4100,100,0.327214956284,5
4600,100,0.335170984268,5
5100,100,0.320863962173,5
5600,100,0.337610006332,5
6100,100,0.324010848999,5
6600,100,0.319075107574,5
7100,100,0.785112142563,5
7600,100,0.311499834061,5
8100,100,0.32092499733,5
8600,100,0.316833019257,5
9100,100,0.335473060608,5
9600,100,0.447457075119,5
10100,100,0.341598033905,5
10600,100,0.464397907257,5
11100,100,0.316066026688,5
11600,100,0.335292100906,5
12100,100,1.29419207573,5
12600,100,0.33137512207,5
13100,100,0.330147981644,5
13600,100,0.321468830109,5
14100,100,0.378756046295,5
14600,100,0.33837890625,5
15100,100,0.336827993393,5
15600,100,0.331594228745,5
16100,100,0.333679914474,5
16600,100,0.346529006958,5
17100,100,0.393705844879,5
17600,100,0.339349031448,5
18100,100,0.328061103821,5
18600,100,0.367156982422,5
19100,100,0.363163948059,5
19600,100,0.371626853943,5
20100,100,0.328240156174,5
20600,100,0.366451025009,5
21100,100,0.366849899292,5
21600,100,0.375728845596,5
22100,100,1.09175896645,5
22600,100,0.355205059052,5
23100,100,0.364192962646,5
23600,100,0.357243061066,5
24100,100,0.326588153839,5
24600,100,0.369777917862,5
25100,100,0.364779949188,5
25600,100,0.381630182266,5
26100,100,0.344435930252,5
26600,100,0.355116844177,5
27100,100,0.432189941406,5
27600,100,0.353106021881,5
28100,100,0.328257083893,5
28600,100,0.361728906631,5
29100,100,8.8326189518,5
29600,100,5.38756895065,5
30100,100,0.372896909714,5
30600,100,0.734231948853,5
31100,100,0.398684024811,5
31600,100,0.415005922318,5
32100,100,0.382280111313,5
32600,100,0.385552167892,5
33100,100,0.362333059311,5
33600,100,0.364421844482,5
34100,100,0.383045196533,5
34600,100,0.363108158112,5
35100,100,0.368806838989,5
35600,100,13.9359209538,5
36100,100,0.389750003815,5
36600,100,0.359590053558,5
37100,100,0.35432600975,5
37600,100,0.408752918243,5
38100,100,0.356966972351,5
38600,100,0.36443400383,5
39100,100,0.399313926697,5
39600,100,0.383443832397,5
40100,100,0.482133865356,5
40600,100,0.357521057129,5
41100,100,0.366091012955,5
41600,100,0.362900972366,5
42100,100,6.02623295784,5
42600,100,0.362510919571,5
43100,100,0.371165990829,5
43600,100,0.526058912277,5
44100,100,0.383229017258,5
44600,100,0.364191055298,5
45100,100,0.364854097366,5
45600,100,0.381577014923,5
46100,100,0.403756856918,5
46600,100,0.416743993759,5
47100,100,0.467111825943,5
47600,100,14.7923150063,5
48100,100,0.378046989441,5
48600,100,0.381810188293,5
49100,100,0.383010149002,5
49600,100,0.419651985168,5
50100,100,0.411442995071,5
50600,100,0.430666923523,5
51100,100,0.4073741436,5
51600,100,0.416079044342,5
52100,100,0.42924118042,5
52600,100,0.415935993195,5
53100,100,0.408353090286,5
53600,100,0.414808988571,5
54100,100,0.437287092209,5
54600,100,0.446177959442,5
55100,100,0.408174991608,5
55600,100,0.389013051987,5
56100,100,0.395387887955,5
56600,100,0.408838033676,5
57100,100,0.437356948853,5
57600,100,0.388493061066,5
58100,100,18.9181981087,5
58600,100,0.410820960999,5
59100,100,0.436907052994,5
59600,100,0.477907180786,5
60100,100,0.415337085724,5
60600,100,0.409076929092,5
61100,100,19.2342181206,5
61600,100,0.702063083649,5
62100,100,0.409459114075,5
62600,100,0.406462907791,5
63100,100,0.415572881699,5
63600,100,0.416412115097,5
64100,100,0.428806066513,5
64600,100,0.411984920502,5
65100,100,0.456344127655,5
65600,100,0.467913150787,5
66100,100,0.427732944489,5
66600,100,0.466589212418,5
67100,100,0.45862197876,5
67600,100,0.443731069565,5
68100,100,0.452744007111,5
68600,100,0.7021920681,5
69100,100,0.437856197357,5
69600,100,0.528153896332,5
70100,100,0.476593971252,5
70600,100,0.430166006088,5
71100,100,0.39489197731,5
71600,100,0.407503128052,5
72100,100,0.439988136292,5
72600,100,0.431903839111,5
73100,100,0.431515932083,5
73600,100,0.446063995361,5
74100,100,0.467615842819,5
74600,100,0.448455095291,5
75100,100,6.51966309547,5
75600,100,0.473046779633,5
76100,100,0.478538990021,5
76600,100,0.434725046158,5
77100,100,0.455895900726,5
77600,100,7.31800913811,5
78100,100,0.47872710228,5
78600,100,0.463665962219,5
79100,100,0.460291147232,5
79600,100,0.452106952667,5
80100,100,0.491509914398,5
80600,100,0.456391096115,5
81100,100,0.48526597023,5
81600,100,0.571079015732,5
82100,100,0.445203065872,5
82600,100,0.48645401001,5
83100,100,0.470214128494,5
83600,100,0.479132175446,5
84100,100,0.455515146255,5
84600,100,0.505376815796,5
85100,100,0.494127035141,5
85600,100,0.504565954208,5
86100,100,0.573358058929,5
86600,100,0.492856025696,5
87100,100,0.485484838486,5
87600,100,0.479183912277,5
88100,100,0.474361896515,5
88600,100,0.460477113724,5
89100,100,0.515689134598,5
89600,100,0.451174020767,5
90100,100,0.523683071136,5
90600,100,0.458391904831,5
91100,100,42.259926796,5
91600,100,0.486729860306,5
92100,100,0.475553035736,5
92600,100,0.501211881638,5
93100,100,0.451570034027,5
93600,100,0.496134996414,5
94100,100,0.446355104446,5
94600,100,0.463793992996,5
95100,100,0.469544887543,5
95600,100,0.48650598526,5
96100,100,0.47129201889,5
96600,100,0.498682975769,5
97100,100,0.505739212036,5
97600,100,0.493982076645,5
98100,100,0.533929824829,5
98600,100,0.517857074738,5
99100,100,0.531132936478,5
99600,100,0.491468906403,5
