clusters,seconds
1,0.0661110877991
2,0.545754909515
3,0.661779165268
4,0.978569984436
5,1.34504199028
6,1.99724507332
7,1.96480703354
8,2.06928896904
9,2.4274699688
10,2.15094184875
11,2.75053191185
12,3.36562895775
13,2.99668192863
14,4.03705501556
15,4.01842904091
16,4.04275894165
17,3.13612604141
18,3.79374313354
19,3.88812088966
20,3.91673207283
21,4.54151916504
22,4.66121983528
23,4.81181907654
24,4.54662799835
25,4.69595193863
