clusters,seconds,batchsize
1,0.0887570381165
51,0.376560926437
101,0.553745985031
151,0.739608049393
201,1.11391019821
251,1.19092607498
301,1.39407610893
351,1.78582596779
401,2.36852097511
451,2.52229619026
501,2.96581292152
551,3.32142496109
601,3.44100904465
651,3.69842791557
701,3.90851402283
751,4.47454500198
801,4.76139616966
851,5.12234210968
901,5.4467151165
951,5.90587496758
1001,6.25579380989
1051,6.3366420269
1101,6.8339509964
1151,7.15292596817
1201,7.5453338623
1251,7.76293182373
1301,8.3900449276
1351,8.61676096916
1401,8.67666006088
1451,9.30283212662
1501,9.72398114204
1551,9.96547007561
1601,10.2845721245
1651,10.8283221722
1701,11.4241549969
1751,11.7833690643
1801,12.658921957
1851,12.7500109673
1901,12.8626868725
1951,13.5159418583
2001,13.9232280254
2051,14.5054869652
2101,15.2955050468
2151,15.1779019833
2201,16.2958831787
2251,17.4763970375
2301,17.2911679745
2351,17.4874880314
2401,17.4665291309
2451,19.0024559498
2501,18.8841810226
2551,19.565418005
2601,19.6708250046
2651,20.7186419964
2701,20.9461348057
2751,21.1581280231
2801,21.9331679344
2851,22.8615231514
2901,23.4385969639
2951,25.1138300896
3001,26.1921720505
3051,26.4780480862
3101,26.5144240856
3151,27.0727021694
3201,27.8518769741
3251,28.2314791679
3301,29.5921099186
3351,29.7838001251
3401,30.2333660126
3451,31.6555960178
3501,34.2341721058
3551,32.636646986
3601,34.0228629112
3651,33.1521751881
3701,34.5714788437
3751,34.976099968
3801,35.6572208405
3851,36.8073821068
3901,37.5194501877
3951,39.2464280128
4001,38.4102609158
4051,39.6255509853
4101,40.1740570068
4151,40.7543671131
4201,40.8667690754
4251,42.9325640202
4301,43.9691679478
4351,43.8506770134
4401,44.9594819546
4451,45.8267328739
4501,46.2677140236
4551,48.7449960709
4601,48.2976608276
4651,49.529861927
4701,49.8237040043
4751,51.3830838203
4801,51.0739150047
4851,52.3538599014
4901,53.5169370174
4951,55.5531630516
5001,55.381704092
