clusters,seconds,batchsize
1,0.0674929618835
51,0.254383087158
101,0.472592830658
151,0.80238199234
201,0.955588817596
251,1.15621900558
301,1.39911985397
351,1.68915510178
401,2.1304090023
451,2.499573946
501,2.80731701851
551,2.97559213638
601,3.50030207634
651,3.64090681076
701,3.80008006096
751,3.96168684959
801,4.4468729496
851,4.48209309578
901,4.86986804008
951,5.48311591148
1001,5.58820605278
1051,6.02075314522
1101,6.83196091652
1151,6.78479194641
1201,45.727301836
1251,7.6518239975
1301,8.15344309807
1351,8.82838511467
1401,9.11677694321
1451,9.22441101074
1501,9.55919003487
1551,9.96412205696
1601,10.2562048435
1651,10.6923959255
1701,11.1904280186
1751,11.9946649075
1801,12.5250208378
1851,12.3155078888
1901,12.8388948441
1951,13.6770079136
2001,13.6917119026
2051,14.4856600761
2101,14.5493578911
2151,15.4645287991
2201,15.7001478672
2251,16.878565073
2301,17.9536759853
2351,17.9659569263
2401,17.7714219093
2451,18.9757518768
2501,19.8464250565
2551,20.0254709721
2601,20.1555850506
2651,20.3931779861
2701,21.4958930016
2751,21.2402770519
2801,22.0822029114
2851,22.548677206
2901,23.3607189655
2951,23.753194809
3001,25.0057380199
3051,25.6296970844
3101,27.3294398785
3151,27.9347829819
3201,27.5395112038
3251,27.8601820469
3301,29.394092083
3351,30.4520750046
3401,30.4575090408
3451,30.8427429199
3501,31.6657278538
3551,32.7846620083
3601,34.112197876
3651,34.2416570187
3701,35.2062180042
3751,35.0801169872
3801,35.5950009823
3851,36.2782521248
3901,36.9767320156
3951,37.7601730824
4001,39.4958970547
4051,41.5323870182
4101,41.0822520256
4151,40.7249600887
4201,41.7665770054
4251,42.2524068356
4301,43.1086659431
4351,43.5713150501
4401,45.3887751102
4451,46.1944050789
4501,45.9867351055
4551,47.7246041298
4601,48.5943791866
4651,48.7139458656
4701,50.511785984
4751,51.1753799915
4801,50.700412035
4851,51.7812931538
4901,54.1257920265
4951,56.5288968086
